Date,Close,High,Low,Open,Volume,Stock Name,Tweet_Count,Sentiment_Score,Weighted_Sentiment,MA5,MA20,Sentiment_Lag_1,Sentiment_Lag_2,Price_Lag_1,Price_Lag_2,Target
27-10-2021,-1.0070485366839712,-1.026639092601912,-0.9812263453608528,-1.0003969077895325,0.1736247022250272,AAPL,0.0802292263610315,-0.018062139621807,-0.2250251486670609,-1.0158850838638225,-1.102839354552424,0.1846186657310457,0.1255700949178395,-1.0044229440387091,-1.0165186225507286,1
28-10-2021,-0.9588927868997263,-0.983059636148379,-0.9649569490610058,-0.994458883811298,0.3414547406844083,AAPL,0.0830945558739255,-1.285999555463858,-1.292392896964619,-1.0078640068505265,-1.0955844548077869,-0.0228344393419042,0.1838555957023643,-1.010503291014954,-1.0077297082301695,0
29-10-2021,-0.9947502060537506,-1.0239780806503074,-1.0087380916853277,-1.0280199208003646,0.4363737447470835,AAPL,0.0229226361031518,0.9971416291382528,1.0202372243467568,-1.0049825094758136,-1.0908985632019192,-1.2975979892590346,-0.024306910846435,-0.9623776725541549,-1.0138044168873128,0
01-11-2021,-1.005623909344527,-1.0270184755425196,-0.9903523803540332,-1.0051722231963112,0.2441916947731645,AAPL,0.0343839541547277,0.7660383301978183,-0.0471305239508012,-1.0041517169530387,-1.0844628503481806,0.9978348334347552,-1.303429610477676,-0.9982126555193688,-0.9657234254181802,1
02-11-2021,-0.9919023601508334,-1.0033286144289846,-0.9791096664190932,-1.0094321308083605,0.2233334236404424,AAPL,0.0143266475644699,0.810481274101687,0.1307641007654584,-1.002334540325632,-1.078623521610414,0.7654873547074874,0.9998526171771016,-1.0090795550728475,-1.0015251785250088,1
03-11-2021,-0.9728729757539152,-0.998261191070848,-0.963633670078328,-0.9871008196014524,0.1675827750509694,AAPL,0.0286532951289398,-0.38947814890488,-0.4029197733833206,-0.9954814324277844,-1.0724040897385592,0.8101695639646682,0.7667106087933073,-0.995366591529648,-1.0123820011786715,0
04-11-2021,-0.9797340524197672,-0.9924340504470563,-0.9527877976436064,-0.9717402209862172,0.1900314688476724,AAPL,0.0229226361031518,-0.8621894367559519,-0.5808143980995804,-0.9996606597446902,-1.0673774167493644,-0.396250023245396,0.811545612221393,-0.9763491139255592,-0.9986817536966748,1
05-11-2021,-0.9727336929228124,-0.9925337521800608,-0.9575627605496814,-0.9648772967154308,0.2093748700245393,AAPL,0.0372492836676217,1.3437965697491678,0.1307641007654584,-0.99524576431478,-1.0617407657859987,-0.8715062242675425,-0.3989994173885787,-0.983205897577158,-0.9796819110413244,0
08-11-2021,-0.9836239018444244,-1.000526893105969,-0.956238598747542,-0.9710827764167128,0.1695265401782051,AAPL,0.0544412607449856,0.3533538748610901,-0.0471305239508012,-0.9908341779089492,-1.0565964814816835,1.3463560436839292,-0.8758807926894766,-0.9762099182445072,-0.9865323363823878,1
09-11-2021,-0.978826904901264,-1.0023028464418886,-0.957562906113806,-0.9867241997267034,0.1762690470094292,AAPL,0.0200573065902578,0.1305042672113167,-0.0471305239508012,-0.9882122021877262,-1.0503573319709414,0.3505811497894057,1.3495656218842504,-0.9870933131011556,-0.9795428444367328,0
10-11-2021,-1.0162923125571717,-1.0187952673975664,-0.986836894865948,-0.9890505981026808,0.2083186584281144,AAPL,0.0057306590257879,0.2604998712403658,-0.2250251486670609,-0.9969189322671588,-1.0456217141973976,0.1265317973561834,0.3503856009414037,-0.9822993176659583,-0.9904161470974344,0
11-11-2021,-1.0169408217342584,-1.027676510853012,-0.9890892341809672,-1.002753525776389,0.1160256833418107,AAPL,0.0229226361031518,-2.122752867558928,-0.5808143980995804,-1.0043798782632158,-1.0427866975734554,0.2572272525065782,0.1255700949178395,-1.0197412830056078,-0.9856265971447304,1
12-11-2021,-0.9894572658863606,-1.0153703518305923,-0.9917386036904406,-1.009605180335488,0.2030410346599956,AAPL,0.0171919770773638,0.1882800906464691,-0.2250251486670609,-1.0077333995907638,-1.0392681014088485,-2.138856090174721,0.2567124729944441,-1.0203893864068556,-1.02303384246771,1
15-11-2021,-0.989327443487157,-0.996593375420871,-0.9659079599242753,-0.9845264020721756,0.1855601222122291,AAPL,0.0315186246418338,-0.38947814890488,-0.4029197733833206,-1.0088771104649406,-1.036863608604873,0.1846186657310457,-2.147564456661408,-0.9929230271744066,-1.0236813448812507,1
16-11-2021,-0.9763638975490626,-1.0015416407823945,-0.9671004845838326,-0.9900853359937576,0.1856875697097745,AAPL,0.0401146131805157,0.910477891385612,0.1307641007654584,-1.0083832128313508,-1.0352511870984415,-0.396250023245396,0.1838555957023643,-0.9927932860058082,-0.9962404552640252,1
17-11-2021,-0.944083545257955,-0.9570106875815968,-0.9452437805175196,-0.9763826174568562,0.2984473155321486,AAPL,0.1318051575931232,-0.0428232030941408,-0.2250251486670609,-0.9939034352878542,-1.0323321658267013,0.9107045282585524,-0.3989994173885787,-0.9798378514313082,-0.9961108344046972,1
18-11-2021,-0.887301734887094,-0.9104499666505858,-0.917956399726716,-0.9413503135565128,0.4855001760988626,AAPL,0.0544412607449856,-0.278843590956798,-0.2250251486670609,-0.9679073532908036,-1.0266826756258756,-0.0477288077684037,0.9124243633774668,-0.9475776971381588,-0.983167413433124,1
19-11-2021,-0.8525579742438827,-0.8806354229795874,-0.8718587860077739,-0.8904175815915707,0.4071920836025058,AAPL,0.0601719197707736,0.910477891385612,0.4865533501979778,-0.9404554078255452,-1.0187564639361284,-0.2850198473145532,-0.0492864074357348,-0.8908314154653612,-0.9509371740518836,1
22-11-2021,-0.8464651659034904,-0.821261165960724,-0.8126477490880252,-0.8383218109083909,0.4078113868615367,AAPL,0.0200573065902578,0.0832331389461918,-0.0471305239508012,-0.9118077249516456,-1.0104890327823417,0.9107045282585524,-0.2873888815159718,-0.8561093941885671,-0.8942435133306773,1
23-11-2021,-0.8414095292998347,-0.8707402128349433,-0.8383460359778797,-0.8455612222060174,0.3260541987654382,AAPL,0.0429799426934097,-0.38947814890488,-0.4029197733833206,-0.8847457880474445,-1.0024112972550203,0.0790061777767505,0.9124243633774668,-0.8500203981526164,-0.8595536898604514,1
24-11-2021,-0.8345381875641222,-0.8664262588446475,-0.8306626438977133,-0.8503437048232291,0.2246368986452789,AAPL,0.0343839541547277,-0.7144671589775029,-0.5808143980995804,-0.8627790327249362,-0.9936776680866808,-0.396250023245396,0.0778819579123192,-0.8449679248892142,-0.8534703401638943,0
26-11-2021,-0.9010434119015276,-0.8878672665929548,-0.8741108759768379,-0.8655976857575648,0.2532408486782282,AAPL,0.0257879656160458,-0.38947814890488,-0.4029197733833206,-0.8655346033499646,-0.9907489449298984,-0.722988661121383,-0.3989994173885787,-0.838100882590667,-0.8484225520700429,1
29-11-2021,-0.8565766396107533,-0.8784785531281416,-0.8419219305778506,-0.868182900796557,0.2982229468837751,AAPL,0.0744985673352435,0.1305042672113167,-0.2250251486670609,-0.8663404525497437,-0.983753673452256,-0.396250023245396,-0.7268553625800901,-0.9045644942352102,-0.8415618775948969,1
30-11-2021,-0.7909797710678711,-0.8235449572090847,-0.826954101293181,-0.8601686139549006,0.6237097371796022,AAPL,0.0744985673352435,-0.5820642287553298,-0.5808143980995804,-0.8552141566572473,-0.9728869491592412,0.1265317973561834,-0.3989994173885787,-0.8601255450539185,-0.9079638573864298,0
01-12-2021,-0.7978507104846032,-0.7629017573075483,-0.7658883995089022,-0.763345163527167,0.539779073197219,AAPL,0.0716332378223495,-0.7746503086057795,-0.75870902281584,-0.8464794559342284,-0.9630627541192704,-0.5898729195708766,0.1255700949178395,-0.7945697208405699,-0.8635661165402871,0
02-12-2021,-0.8109440788219013,-0.840291468809084,-0.8550360775558343,-0.8763271747130844,0.4813466850486151,AAPL,0.0257879656160458,-1.3894443321437742,-1.292392896964619,-0.8417482101315391,-0.9548648295458078,-0.7834958158963572,-0.5932844217522263,-0.80143636107187,-0.7980710823866707,0
03-12-2021,-0.8358346030993644,-0.8306490997291983,-0.829602850807307,-0.8080721106352352,0.40992991532373,AAPL,0.0429799426934097,0.6504866833275135,-0.0471305239508012,-0.8286721108155944,-0.9475796755197866,-1.401599676639874,-0.787569426115874,-0.8145215368149684,-0.8049313551674074,1
06-12-2021,-0.7907203267694148,-0.7936038045360624,-0.7691998121805985,-0.8045823236643503,0.369764493050868,AAPL,0.1232091690544412,-0.38947814890488,-0.4029197733833206,-0.8154661699972581,-0.938364938900947,0.6493136179577628,-1.4077869394407077,-0.8393964869514183,-0.8180043969983086,1
07-12-2021,-0.7147515337638233,-0.7466620896362465,-0.7154192781170801,-0.7426613176486936,0.4190202797968624,AAPL,0.0859598853868194,1.2650113559739598,2.087604972644315,-0.8001803832252395,-0.924752818879944,-0.396250023245396,0.6501396072242578,-0.7943104388778701,-0.8428562805388797,1
08-12-2021,-0.6641921536326071,-0.6910935898283799,-0.684157938757,-0.7032338564427951,0.4060217797852243,AAPL,0.0630372492836676,0.2814669038128045,0.3086587254817181,-0.7733782906771162,-0.9088238996629086,1.267146677718208,-0.3989994173885787,-0.7183891799732752,-0.7978120408567043,0
09-12-2021,-0.6709334711500863,-0.6810710516571079,-0.6415046202342946,-0.6672966662476864,0.3752084854085971,AAPL,0.0888252148997134,-0.38947814890488,-0.4029197733833206,-0.7453024434020308,-0.8913395214525416,0.2783071642903311,1.270085393541717,-0.6678614351305295,-0.7219611839021899,1
10-12-2021,-0.6075399651609986,-0.6445329192420002,-0.6313050080367575,-0.6634186569129307,0.3999310104564185,AAPL,0.1031518624641833,0.5854888813129888,0.6644479749142375,-0.6995233014321381,-0.870612907890791,-0.396250023245396,0.2778644691199807,-0.674598534567728,-0.6714802935481793,0
13-12-2021,-0.655635733802003,-0.6128153794946972,-0.6201777655396257,-0.5870195609385062,0.5442988804080763,AAPL,0.0573065902578796,0.7348081550869345,1.0202372243467568,-0.6724352507467841,-0.853712626166662,0.5839658903825653,-0.3989994173885787,-0.6112446942518331,-0.6782111456582771,0
14-12-2021,-0.6739153670992005,-0.6685112137836314,-0.6641560491627904,-0.6629017588540385,0.4914249584173921,AAPL,0.0401146131805157,1.0961858986270605,0.6644479749142375,-0.6642465138683673,-0.8377443531441796,0.7340890471952473,0.5845684181859555,-0.6593103690999307,-0.6149160534976116,1
15-12-2021,-0.6094842857353169,-0.6461820880151308,-0.6628312471480637,-0.664711255225146,0.459688623631895,AAPL,0.0487106017191977,-0.0428232030941408,-0.2250251486670609,-0.6532761322603164,-0.8191704495038727,1.0974123228242074,0.7352049324100131,-0.677578564727778,-0.662937156939886,0
16-12-2021,-0.7007504124509328,-0.625375485872873,-0.6834954319460833,-0.610805323931316,0.5326561317700282,AAPL,0.0343839541547277,-0.6783572712804667,-0.5808143980995804,-0.6592552213592076,-0.806851296657234,-0.0477288077684037,1.0997706192713863,-0.6131877982538341,-0.6811884124298166,0
17-12-2021,-0.7152702205417064,-0.7226841049077299,-0.6975368143135816,-0.731673651278511,0.7053089514314377,AAPL,0.0143266475644699,0.810481274101687,0.1307641007654584,-0.680858001226165,-0.7981419088453808,-0.6866843703475259,-0.0492864074357348,-0.7043968192407261,-0.616857355655005,0
20-12-2021,-0.7332896049024862,-0.75934870690896,-0.7270756758606302,-0.7530027368181383,0.3697725062168813,AAPL,0.0171919770773638,-0.38947814890488,-0.4029197733833206,-0.6964296654597671,-0.7921037448887279,0.8101695639646682,-0.6904269265568977,-0.7189075422059246,-0.7079817983164706,1
21-12-2021,-0.6912864427828446,-0.7261092141079004,-0.7050869316547597,-0.7106020789140038,0.3075247063079261,AAPL,0.0401146131805157,0.3533538748610901,-0.2250251486670609,-0.6999130282897069,-0.7842475593323449,-0.396250023245396,0.811545612221393,-0.7369156517365772,-0.7224790654564027,1
22-12-2021,-0.6569319475182152,-0.692361932448143,-0.664950309028463,-0.6914699597429815,0.3111474205046234,AAPL,0.0286532951289398,-0.0428232030941408,-0.2250251486670609,-0.7094275451069982,-0.7749080672101836,0.3505811497894057,-0.3989994173885787,-0.69493877123168,-0.7404704760275477,1
23-12-2021,-0.6486355761240776,-0.6798023811517984,-0.6236220364751743,-0.6551452969197235,0.2204128154182472,AAPL,0.0601719197707736,0.0832331389461918,-0.2250251486670609,-0.6989771352371427,-0.7654964320097528,-0.0477288077684037,0.3503856009414037,-0.6606057717679313,-0.6985325207761102,1
27-12-2021,-0.5961314730995625,-0.6345102093826266,-0.5997784184932982,-0.639115765679209,0.2454558671066022,AAPL,0.0573065902578796,0.5559444267972639,0.3086587254817181,-0.6750866505957915,-0.7500597472261866,0.0790061777767505,-0.0492864074357348,-0.65231459146003,-0.6642313583781482,0
28-12-2021,-0.6096141081345209,-0.6229651282217914,-0.5804388577982971,-0.599429632496137,0.2615764492287709,AAPL,0.0200573065902578,0.3533538748610901,0.1307641007654584,-0.6502864263595773,-0.7375568489042201,0.5542623787988971,0.0778819579123192,-0.5998433405480359,-0.6559478664999512,1
29-12-2021,-0.6084473144985316,-0.6318460153921557,-0.585605047203249,-0.610159224047071,0.1974886737714195,AAPL,0.0085959885386819,0.2604998712403658,-0.2250251486670609,-0.6336749800008786,-0.7283158341207049,0.3505811497894057,0.5547633332132171,-0.613317539422433,-0.6035252722941374,0
30-12-2021,-0.6237452536656446,-0.6326075825002837,-0.5862678020123049,-0.6083498342173556,0.1876595717077239,AAPL,0.0257879656160458,-0.38947814890488,-0.4029197733833206,-0.6270201662306409,-0.7195014498483869,0.2572272525065782,0.3503856009414037,-0.6121514758557832,-0.6169869765143333,0
31-12-2021,-0.6319118026605784,-0.6496075573730472,-0.5972617037274658,-0.6261886355929352,0.2040266540796363,AAPL,0.1776504297994269,0.1305042672113167,-0.2250251486670609,-0.6236666052265453,-0.7104376360417539,-0.396250023245396,0.2567124729944441,-0.6274398430163308,-0.6158219942409893,1
03-01-2022,-0.5743518612133777,-0.6033001138269313,-0.5913004632888655,-0.6295493917308251,0.3582823893124208,AAPL,0.0716332378223495,0.1882800906464691,0.8423425996304972,-0.6192992145272121,-0.6971996275997314,0.1265317973561834,-0.3989994173885787,-0.6356012821556337,-0.6310961844651006,0
04-01-2022,-0.6042984244134767,-0.6025388216779424,-0.5726231182765312,-0.5674993588281511,0.3385261192961998,AAPL,0.0200573065902578,0.6104880343340139,0.4865533501979778,-0.6182332776218633,-0.6877617022141181,0.1846186657310457,0.1255700949178395,-0.5780773562874867,-0.6392500554839697,0
05-01-2022,-0.6662662966061293,-0.6376817907656341,-0.6319670660249557,-0.6065393855503493,0.3203141008445496,AAPL,0.0200573065902578,-1.0394561690501258,-0.5808143980995804,-0.6298275200406417,-0.6853070545110374,0.6090996301490819,0.1838555957023643,-0.608005181754586,-0.581779471678584,0
06-01-2022,-0.7041207704597457,-0.6994666365045272,-0.6717059683750203,-0.6958651933374342,0.329343794203581,AAPL,0.0487106017191977,-0.38947814890488,-0.4029197733833206,-0.645944947091004,-0.6873285085059084,-1.0497272989973705,0.6097881046635502,-0.6699342803011292,-0.611679545007416,1
07-01-2022,-0.701917005586971,-0.7141835481897496,-0.6797863461717139,-0.6934091025195712,0.2904421626848227,AAPL,0.0372492836676217,0.1882800906464691,-0.0471305239508012,-0.6599828508902728,-0.6888971032425473,-0.396250023245396,-1.0547113077716015,-0.7077650683975795,-0.6735512165649009,1
10-01-2022,-0.7016579636074955,-0.7349903155656689,-0.7176712737390263,-0.7426614518119279,0.3669736218022221,AAPL,0.0229226361031518,-0.018062139621807,-0.2250251486670609,-0.6855111080357879,-0.693661986944649,0.1846186657310457,-0.3989994173885787,-0.7055626824328786,-0.7113469240884854,1
11-01-2022,-0.6641921536326071,-0.7009895344882842,-0.6825682356432314,-0.7007776840747304,0.2501061744496767,AAPL,0.0286532951289398,0.7660383301978183,-0.0471305239508012,-0.6975213921211298,-0.694095169967963,-0.0228344393419042,0.1838555957023643,-0.7053038025374264,-0.7091465804011252,1
12-01-2022,-0.658358185452661,-0.675615539609838,-0.6295825127021183,-0.6516547891502851,0.2450193403485422,AAPL,0.0229226361031518,0.5559444267972639,-0.0471305239508012,-0.6959356051523317,-0.6933075609498691,0.7654873547074874,-0.024306910846435,-0.6678614351305295,-0.7088879405655685,0
13-01-2022,-0.7016579636074955,-0.6827204269723149,-0.6697194749780402,-0.6560502082056796,0.282034825219494,AAPL,0.0286532951289398,0.1882800906464691,-0.2250251486670609,-0.6954417471952896,-0.6979740100529066,0.5542623787988971,0.7667106087933073,-0.662031117297281,-0.6714802935481793,1
14-01-2022,-0.690249471546059,-0.7187509641619216,-0.6789917304826245,-0.7134462132114253,0.266523625293673,AAPL,0.0229226361031518,-0.38947814890488,-0.4029197733833206,-0.6931020965620783,-0.6974423817456327,0.1846186657310457,0.5547633332132171,-0.7053038025374264,-0.665655382181459,0
